id,groupkey,name,parent_id/id
product_category#2132,2132,BREMSSCHEIBEN,O#product_category#0
product_category#2133,2133,BREMSSCHEIBEN,O#product_category#0
product_category#2134,2134,BREMSSCHEIBEN,O#product_category#0
product_category#2135,2135,BREMSSCHEIBEN,O#product_category#0
product_category#2136,2136,BREMSSCHEIBEN MIT RALA,O#product_category#0
product_category#2138,2138,BREMSSCHEIBEN,O#product_category#0
product_category#2139,2139,BREMSSCHEIBEN,O#product_category#0
product_category#2141,2141,BREMSSCHEIBEN MIT RALA,O#product_category#0
product_category#2146,2146,BREMSSCHEIBEN,O#product_category#0
product_category#2149,2149,BREMSSCHEIBEN,O#product_category#0
product_category#2153,2153,BREMSSCHEI.MOTORRAD,O#product_category#0
product_category#2155,2155,BEZUEGE + FELL,O#product_category#0
product_category#2169,2169,BREMSSCHEI.MOTORRAD,O#product_category#0
product_category#2170,2170,BREMSENTEI.MOTORSPO.,O#product_category#0
product_category#2171,2171,BREMSENTEI.MOTORSPO.,O#product_category#0
product_category#2200,2200,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2201,2201,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2202,2202,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2203,2203,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2204,2204,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2205,2205,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2206,2206,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2207,2207,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2208,2208,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2209,2209,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2210,2210,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2211,2211,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2212,2212,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2213,2213,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2214,2214,BREMSHYDRAULIK,O#product_category#0
product_category#2215,2215,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2216,2216,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2217,2217,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2218,2218,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2220,2220,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2221,2221,BREMSHYDRAULIK,O#product_category#0
product_category#2222,2222,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2226,2226,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2228,2228,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2230,2230,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2231,2231,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2232,2232,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2233,2233,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2249,2249,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2250,2250,BREMSSAETTEL AT,O#product_category#0
product_category#2251,2251,BREMSSAETTEL AT,O#product_category#0
product_category#2253,2253,BREMSSAETTEL AT,O#product_category#0
product_category#2254,2254,BREMSSAETTEL AT,O#product_category#0
product_category#2255,2255,BREMSSAETTEL AT,O#product_category#0
product_category#2256,2256,BREMSSAETTEL AT,O#product_category#0
product_category#2257,2257,BREMSSAETTEL AT,O#product_category#0
product_category#2258,2258,BREMSSAETTEL AT,O#product_category#0
product_category#2259,2259,BREMSSAETTEL AT,O#product_category#0
product_category#2261,2261,BREMSSAETTEL AT,O#product_category#0
product_category#2263,2263,BREMSSAETTEL AT,O#product_category#0
product_category#2264,2264,BREMS-KUPPLU.-HYDRA,O#product_category#0
product_category#2265,2265,BREMSSAETTEL AT,O#product_category#0
product_category#2267,2267,BREMSSAETTEL AT,O#product_category#0
product_category#2268,2268,BREMSSAETTEL AT,O#product_category#0
product_category#2269,2269,BREMSSAETTEL AT,O#product_category#0
product_category#2271,2271,BREMSAETTEL AUSTAUSCH,O#product_category#0
product_category#2272,2272,BREMSSAETTEL AT,O#product_category#0
product_category#2277,2277,BREMSSAETTEL AT,O#product_category#0
product_category#2278,2278,BREMSSAETTEL AT,O#product_category#0
product_category#2279,2279,BREMSSAETTEL AT,O#product_category#0
product_category#2280,2280,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2282,2282,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2283,2283,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2284,2284,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2285,2285,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2286,2286,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2287,2287,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2288,2288,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2289,2289,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2290,2290,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2291,2291,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2292,2292,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2293,2293,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2294,2294,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2295,2295,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2296,2296,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2298,2298,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2299,2299,BREMSFLUESSIGKEIT,O#product_category#0
product_category#2300,2300,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2301,2301,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2302,2302,TROMMELBREMSBELAEGE/BACKEN,O#product_category#0
product_category#2303,2303,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2304,2304,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2305,2305,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2306,2306,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2307,2307,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2308,2308,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2309,2309,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2310,2310,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2311,2311,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2312,2312,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2313,2313,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2314,2314,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2315,2315,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2316,2316,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2320,2320,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2322,2322,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2326,2326,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2328,2328,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2329,2329,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2330,2330,TROMMELBREMSBELAEGE/BACKEN,O#product_category#0
product_category#2333,2333,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2335,2335,BREMSBACKENSATZ,O#product_category#0
product_category#2339,2339,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2349,2349,TROMMELBELAEGE-BACKEN,O#product_category#0
product_category#2353,2353,MOTORRAD-BREMSBACKEN,O#product_category#0
product_category#2370,2370,BREMSENKIT,O#product_category#0
product_category#2371,2371,BREMSENKIT,O#product_category#0
product_category#2373,2373,BREMSENKIT,O#product_category#0
product_category#2375,2375,BREMSENKIT,O#product_category#0
product_category#2376,2376,BREMSENKIT,O#product_category#0
product_category#2378,2378,BREMSENKIT,O#product_category#0
product_category#2381,2381,BREMSENKIT,O#product_category#0
product_category#2388,2388,BREMSENKIT,O#product_category#0
product_category#2389,2389,BREMSENKIT,O#product_category#0
product_category#2396,2396,BREMSENKIT,O#product_category#0
product_category#2399,2399,BREMSENKIT,O#product_category#0
product_category#2400,2400,BREMSTROMMELN,O#product_category#0
product_category#2401,2401,BREMSTROMMELN,O#product_category#0
product_category#2402,2402,BREMSTROMMELN,O#product_category#0
product_category#2403,2403,BREMSTROMMELN,O#product_category#0
product_category#2404,2404,BREMSTROMMELN,O#product_category#0
product_category#2405,2405,BREMSTROMMELN,O#product_category#0
product_category#2515,2515,BREMS+KUPPLUNGSSEILE,O#product_category#0
product_category#2406,2406,BREMSTROMMELN,O#product_category#0
product_category#2407,2407,BREMSTROMMELN,O#product_category#0
product_category#2408,2408,BREMSTROMMELN,O#product_category#0
product_category#2411,2411,BREMSTROMMELN,O#product_category#0
product_category#2412,2412,BREMSTROMMELN,O#product_category#0
product_category#2413,2413,BREMSTROMMELN,O#product_category#0
product_category#2414,2414,BREMSTROMMELN,O#product_category#0
product_category#2415,2415,BREMSTROMMELN,O#product_category#0
product_category#2416,2416,BREMSTROMMELN,O#product_category#0
product_category#2421,2421,BREMSTROMMELN,O#product_category#0
product_category#2426,2426,BREMSTROMMELN,O#product_category#0
product_category#2430,2430,BREMSTROMMELN,O#product_category#0
product_category#2431,2431,BREMSTROMMELN,O#product_category#0
product_category#2433,2433,BREMSTROMMELN,O#product_category#0
product_category#2435,2435,BREMSTROMMELN,O#product_category#0
product_category#2439,2439,BREMSTROMMELN,O#product_category#0
product_category#2499,2499,BREMSTROMMELN,O#product_category#0
product_category#2500,2500,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2501,2501,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2503,2503,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2504,2504,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2505,2505,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2506,2506,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2507,2507,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2508,2508,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2510,2510,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2511,2511,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2512,2512,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2513,2513,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2514,2514,BREMS- KUPPLUNGSSEILE,O#product_category#0
product_category#2518,2518,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2522,2522,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2526,2526,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2527,2527,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2529,2529,BREMS+KUPPLUNGSTEILE,O#product_category#0
product_category#2530,2530,BREMS-KUPPLUNGS-GASSEILE,O#product_category#0
product_category#2533,2533,BREMS KUPPL. GASSEI,O#product_category#0
product_category#2555,2555,KOPIER FUER NK,O#product_category#0
product_category#2599,2599,BREMSSEILE SONSTIGE,O#product_category#0
product_category#2600,2600,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2601,2601,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2602,2602,BREMSSCHLAEUCHE,O#product_category#0
product_category#2603,2603,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2604,2604,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2605,2605,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2606,2606,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2608,2608,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2609,2609,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2610,2610,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2611,2611,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2612,2612,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2613,2613,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2614,2614,BREMSSCHLAEUCHE,O#product_category#0
product_category#2615,2615,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2616,2616,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2618,2618,BREMSSCHLAEUCHE,O#product_category#0
product_category#2621,2621,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2622,2622,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2626,2626,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2627,2627,KUPPL. SCHLAEUCHE,O#product_category#0
product_category#2628,2628,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2629,2629,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2630,2630,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2633,2633,SCHLAEUCHE,O#product_category#0
product_category#2699,2699,BREMS+KUPPL.SCHLAEU.,O#product_category#0
product_category#2700,2700,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2701,2701,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2702,2702,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2703,2703,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2704,2704,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2705,2705,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2706,2706,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2707,2707,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2708,2708,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2709,2709,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2710,2710,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2711,2711,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2712,2712,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2713,2713,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2714,2714,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2715,2715,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2716,2716,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2717,2717,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2719,2719,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2720,2720,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2721,2721,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2722,2722,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2723,2723,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2724,2724,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2725,2725,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2726,2726,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2728,2728,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2729,2729,VERSCHLEISSANZEIGER,O#product_category#0
product_category#2730,2730,BREMSZUBEH.F.SBB+TBB,O#product_category#0
product_category#2731,2731,BREMSZUBEHOER,O#product_category#0
product_category#2732,2732,BREMSENZUBEHOER,O#product_category#0
product_category#2733,2733,BREMSZUBEHOER,O#product_category#0
product_category#2734,2734,BREMSEN-ZUBEH. JAKOP,O#product_category#0
product_category#2735,2735,BREMSZUBEHOER,O#product_category#0
product_category#2736,2736,BREMSZUBEHOER,O#product_category#0
product_category#2737,2737,BREMSZUBEHOER,O#product_category#0
product_category#2738,2738,BREMSZUBEHOER,O#product_category#0
product_category#2739,2739,BREMSZUBEHOER,O#product_category#0
product_category#2741,2741,BREMSZUBEHOER,O#product_category#0
product_category#2742,2742,BREMSENZUBEHOER,O#product_category#0
product_category#2743,2743,BREMSZUBEHOER,O#product_category#0
product_category#2744,2744,BREMSENZUBEHOER,O#product_category#0
product_category#2745,2745,BREMSZUBEHOER,O#product_category#0
product_category#2756,2756,BREMSZUBEHOER,O#product_category#0
product_category#2757,2757,BREMSENZUBEHOER,O#product_category#0
product_category#2758,2758,BREMSZUBEHOER,O#product_category#0
product_category#2759,2759,BREMSZUBEHOER,O#product_category#0
product_category#2760,2760,BREMSLEITUNGEN,O#product_category#0
product_category#2761,2761,BREMSLEITUNGEN,O#product_category#0
product_category#2762,2762,BREMSLEITUNGEN,O#product_category#0
product_category#2763,2763,MOTORRAD-STAHLFLEXL.,O#product_category#0
product_category#2765,2765,BREMSLEITUNGEN,O#product_category#0
product_category#2768,2768,BREMSLEITUNGEN,O#product_category#0
product_category#2771,2771,BREMSLEITUNGEN,O#product_category#0
product_category#2776,2776,BREMSLEITUNGEN,O#product_category#0
product_category#2777,2777,BREMSLEITUNGEN,O#product_category#0
product_category#2778,2778,BREMSLEITUNGEN,O#product_category#0
product_category#2779,2779,BREMSLEITUNGEN,O#product_category#0
product_category#2799,2799,BREMSLEITUNGEN,O#product_category#0
product_category#2800,2800,SENSOREN,O#product_category#0
product_category#2801,2801,ABS-SENSOREN,O#product_category#0
product_category#2804,2804,ABS-SENSOREN,O#product_category#0
product_category#2806,2806,ABS-SENSOREN,O#product_category#0
product_category#2811,2811,ABS-SENSOREN,O#product_category#0
product_category#2812,2812,ABS-SENSOREN,O#product_category#0
product_category#2813,2813,ABS-SENSOREN,O#product_category#0
product_category#2814,2814,ABS-SENSOREN,O#product_category#0
product_category#2815,2815,ABS-SENSOREN,O#product_category#0
product_category#2816,2816,ABS-SENSOREN,O#product_category#0
product_category#2817,2817,ABS-SENSOREN,O#product_category#0
product_category#2818,2818,RADDREHZAHLSENSOREN,O#product_category#0
product_category#2828,2828,SENSOREN,O#product_category#0
product_category#2829,2829,SENSOREN,O#product_category#0
product_category#2830,2830,ABS-SENSOREN,O#product_category#0
product_category#2833,2833,SENSOREN,O#product_category#0
product_category#2839,2839,ABS-SENSOREN,O#product_category#0
product_category#2840,2840,REPARATURSAETZE,O#product_category#0
product_category#2843,2843,REPARATURSAETZE F.HYDRAU.,O#product_category#0
product_category#2845,2845,REPARATURSAETZE,O#product_category#0
product_category#2847,2847,REPARATURSAETZE,O#product_category#0
product_category#2848,2848,REPARATURSAETZE,O#product_category#0
product_category#2849,2849,REPARATURSAETZE,O#product_category#0
product_category#2859,2859,REPARATURSAETZE,O#product_category#0
product_category#2860,2860,FREIE WARENGRUPPE,O#product_category#0
product_category#2880,2880,MOTORRAD DIV.BREMST.,O#product_category#0
product_category#2899,2899,MOTORRAD DIV.BREMST.,O#product_category#0
product_category#2900,2900,FREIE WARENGRUPPE,O#product_category#0
product_category#3000,3000,STOSSDAEMPFER,O#product_category#0
product_category#3001,3001,STOSSDAEMPFER,O#product_category#0
product_category#3002,3002,STOSSDAEMPFER,O#product_category#0
product_category#3003,3003,STOSSDAEMPFER,O#product_category#0
product_category#3004,3004,STOSSDAEMPFER,O#product_category#0
product_category#3005,3005,STOSSDAEMPFER,O#product_category#0
product_category#3006,3006,STOSSDAEMPFER,O#product_category#0
product_category#3007,3007,STOSSDAEMPFER,O#product_category#0
product_category#3008,3008,STOSSDAEMPFER,O#product_category#0
product_category#3009,3009,STOSSDAEMPFER,O#product_category#0
product_category#3010,3010,STOSSDAEMPFER,O#product_category#0
product_category#3011,3011,STOSSDAEMPFER,O#product_category#0
product_category#3012,3012,STOSSDAEMPFER,O#product_category#0
product_category#3013,3013,STOSSDAEMPFER,O#product_category#0
product_category#3014,3014,STOSSDAEMPFER,O#product_category#0
product_category#3015,3015,STOSSDAEMPFER,O#product_category#0
product_category#3016,3016,STOSSDAEMPFER,O#product_category#0
product_category#3018,3018,STOSSDAEMPFER,O#product_category#0
product_category#3019,3019,STOSSDAEMPFER,O#product_category#0
product_category#3020,3020,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3021,3021,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3022,3022,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3023,3023,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3024,3024,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3025,3025,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3026,3026,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3027,3027,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3028,3028,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3029,3029,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3030,3030,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3031,3031,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3032,3032,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3033,3033,STOSSDAEMPFER MONTAGE,O#product_category#0
product_category#3035,3035,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3036,3036,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3039,3039,STOSSD/STAUBM/MONTAGE,O#product_category#0
product_category#3040,3040,FEDERBEINLAGER,O#product_category#0
product_category#3041,3041,FEDERBEINLAGER,O#product_category#0
product_category#3042,3042,FEDERBEINLAGER,O#product_category#0
product_category#3043,3043,FEDERBEINLAGER,O#product_category#0
product_category#3044,3044,FEDERBEINLAGER,O#product_category#0
product_category#3045,3045,FEDERBEINLAGER,O#product_category#0
product_category#3046,3046,FEDERBEINLAGER,O#product_category#0
product_category#3047,3047,FEDERBEINLAGER,O#product_category#0
product_category#3048,3048,FEDERBEINLAGER,O#product_category#0
product_category#3049,3049,FEDERBEINLAGER,O#product_category#0
product_category#3050,3050,FEDERBEINLAGER,O#product_category#0
product_category#3051,3051,FEDERBEINLAGER,O#product_category#0
product_category#3052,3052,FEDERBEINLAGER,O#product_category#0
product_category#3053,3053,FEDERBEINLAGER,O#product_category#0
product_category#3054,3054,FEDERBEINLAGER,O#product_category#0
product_category#3055,3055,FEDERBEINLAGER,O#product_category#0
product_category#3056,3056,FEDERBEINLAGER,O#product_category#0
product_category#3057,3057,FEDERBEINLAGER,O#product_category#0
product_category#3058,3058,FEDERBEINLAGER,O#product_category#0
product_category#3059,3059,FEDERBEINLAGER,O#product_category#0
product_category#3061,3061,FEDERKUGELN,O#product_category#0
product_category#3062,3062,FEDERKUGELN,O#product_category#0
product_category#3063,3063,FEDERKUGELN,O#product_category#0
product_category#3064,3064,FEDERKUGELN,O#product_category#0
product_category#3065,3065,FEDERKUGELN,O#product_category#0
product_category#3066,3066,FEDERKUGELN,O#product_category#0
product_category#3067,3067,FEDERKUGELN,O#product_category#0
product_category#3068,3068,FEDERKUGELN,O#product_category#0
product_category#3070,3070,FEDERBEINLAGER,O#product_category#0
product_category#3079,3079,FEDERKUGELN,O#product_category#0
product_category#3080,3080,GASFEDERN,O#product_category#0
product_category#3081,3081,GASFEDERN,O#product_category#0
product_category#3082,3082,GASFEDERN,O#product_category#0
product_category#3083,3083,GASFEDERN,O#product_category#0
product_category#3084,3084,GASFEDERN,O#product_category#0
product_category#3085,3085,GASFEDERN,O#product_category#0
product_category#3086,3086,GASFEDERN,O#product_category#0
product_category#3087,3087,GASFEDERN,O#product_category#0
product_category#3088,3088,GASFEDERN,O#product_category#0
product_category#3089,3089,GASFEDERN,O#product_category#0
product_category#3090,3090,GASFEDERN,O#product_category#0
product_category#3091,3091,GASFEDERN,O#product_category#0
product_category#3092,3092,GASFEDERN,O#product_category#0
product_category#3094,3094,GASFEDERN,O#product_category#0
product_category#3095,3095,GASFEDERN,O#product_category#0
product_category#3099,3099,GASFEDERN,O#product_category#0
product_category#3100,3100,RADLAGER,O#product_category#0
product_category#3101,3101,RADLAGER,O#product_category#0
product_category#3102,3102,RADLAGER,O#product_category#0
product_category#3103,3103,RADLAGER,O#product_category#0
product_category#3104,3104,RADLAGER,O#product_category#0
product_category#3105,3105,RADLAGER,O#product_category#0
product_category#3106,3106,RADLAGER,O#product_category#0
product_category#3107,3107,RADLAGER,O#product_category#0
product_category#3108,3108,RADLAGER,O#product_category#0
product_category#3109,3109,RADLAGER,O#product_category#0
product_category#3110,3110,RADLAGER,O#product_category#0
product_category#3111,3111,RADLAGER,O#product_category#0
product_category#3112,3112,RADLAGER,O#product_category#0
product_category#3113,3113,RADLAGER,O#product_category#0
product_category#3115,3115,RADLAGER,O#product_category#0
product_category#3116,3116,RADLAGER,O#product_category#0
product_category#3117,3117,RADLAGER,O#product_category#0
product_category#3118,3118,RADLAGER,O#product_category#0
product_category#3122,3122,RADLAGER,O#product_category#0
product_category#3133,3133,RADLAGER,O#product_category#0
product_category#3139,3139,RADLAGER,O#product_category#0
product_category#3149,3149,RADLAGER,O#product_category#0
product_category#3150,3150,RADNABEN,O#product_category#0
product_category#3151,3151,RADNABEN,O#product_category#0
product_category#3152,3152,RADNABEN,O#product_category#0
product_category#3153,3153,RADNABEN,O#product_category#0
product_category#3154,3154,RADNABEN,O#product_category#0
product_category#3162,3162,RADNABEN,O#product_category#0
product_category#3189,3189,RADNABEN,O#product_category#0
product_category#3199,3199,RADNABEN,O#product_category#0
product_category#3200,3200,FEDERN (SER.),O#product_category#0
product_category#3201,3201,FEDERN (SER.),O#product_category#0
product_category#3202,3202,FEDERN (SER.),O#product_category#0
product_category#3203,3203,FEDERN (SER.),O#product_category#0
product_category#3204,3204,FEDERN (SER.),O#product_category#0
product_category#3205,3205,FEDERN (SER.),O#product_category#0
product_category#3207,3207,FEDERN,O#product_category#0
product_category#3208,3208,FEDERN (SER.),O#product_category#0
product_category#3209,3209,FEDERN (SER.),O#product_category#0
product_category#3210,3210,FEDERN,O#product_category#0
product_category#3211,3211,FAHRWERKSFEDER,O#product_category#0
product_category#3213,3213,FEDERN (SER.),O#product_category#0
product_category#3215,3215,FEDERN (SER.),O#product_category#0
product_category#3221,3221,FAHRWERKSFEDER,O#product_category#0
product_category#3222,3222,FEDERN (SER.),O#product_category#0
product_category#3223,3223,FEDERN,O#product_category#0
product_category#3224,3224,BLATTFEDERN,O#product_category#0
product_category#3225,3225,BLATTFEDERN,O#product_category#0
product_category#3226,3226,BLATTFEDERN,O#product_category#0
product_category#3227,3227,BLATTFEDERN,O#product_category#0
product_category#3228,3228,BLATTFEDERN,O#product_category#0
product_category#3249,3249,FEDERN (SER.),O#product_category#0
product_category#3250,3250,FEDERN SPORT,O#product_category#0
product_category#3251,3251,FEDERN SPORT,O#product_category#0
product_category#3252,3252,FEDERN SPORT,O#product_category#0
product_category#3253,3253,FEDERN SPORT,O#product_category#0
product_category#3254,3254,FEDERN SPORT,O#product_category#0
product_category#3255,3255,FEDERN SPORT,O#product_category#0
product_category#3256,3256,FEDERN SPORT,O#product_category#0
product_category#3257,3257,FEDERN SPORT,O#product_category#0
product_category#3258,3258,FEDERN SPORT,O#product_category#0
product_category#3259,3259,FEDERN SPORT,O#product_category#0
product_category#3260,3260,FEDERN SPORT,O#product_category#0
product_category#3261,3261,FEDERN SPORT,O#product_category#0
product_category#3263,3263,FEDERN SPORT,O#product_category#0
product_category#3264,3264,FEDERN SPORT,O#product_category#0
product_category#3265,3265,FEDERN SPORT,O#product_category#0
product_category#3299,3299,FEDERN SPORT,O#product_category#0
product_category#3300,3300,ANTRIEBSWELLEN,O#product_category#0
product_category#3301,3301,ANTRIEBSWELLEN,O#product_category#0
product_category#3302,3302,ANTRIEBSWELLEN,O#product_category#0
product_category#3303,3303,ANTRIEBSWELLEN,O#product_category#0
product_category#3304,3304,ANTRIEBSWELLEN,O#product_category#0
product_category#3305,3305,ANTRIEBSWELLEN,O#product_category#0
product_category#3306,3306,ANTRIEBSWELLEN,O#product_category#0
product_category#3307,3307,ANTRIEBSWELLEN,O#product_category#0
product_category#3308,3308,ANTRIEBSWELLEN,O#product_category#0
product_category#3309,3309,ANTRIEBSWELLEN,O#product_category#0
