id,partner_id/id,partner_shipping_ids/id,tour_pricing_id/.id
partner_tour_config#23259,res_partner_id#23259,res_partner_id#23259,2
partner_tour_config#24673,res_partner_id#24673,res_partner_id#24673,2
partner_tour_config#18258,res_partner_id#18258,res_partner_id#18258,3
partner_tour_config#23258,res_partner_id#23258,res_partner_id#23258,2
partner_tour_config#23203,res_partner_id#23203,res_partner_id#23203,2
partner_tour_config#24317,res_partner_id#24317,res_partner_id#24317,2
partner_tour_config#24545,res_partner_id#24545,res_partner_id#24545,2
partner_tour_config#23201,res_partner_id#23201,res_partner_id#23201,2
partner_tour_config#22334,res_partner_id#22334,res_partner_id#22334,2
partner_tour_config#23202,res_partner_id#23202,res_partner_id#23202,2
partner_tour_config#23257,res_partner_id#23257,res_partner_id#23257,2
partner_tour_config#24114,res_partner_id#24114,res_partner_id#24114,2
partner_tour_config#24672,res_partner_id#24672,res_partner_id#24672,2
partner_tour_config#670,res_partner_id#670,res_partner_id#670,3
partner_tour_config#23060,res_partner_id#23060,res_partner_id#23060,2
partner_tour_config#24758,res_partner_id#24758,res_partner_id#24758,2
partner_tour_config#23263,res_partner_id#23263,res_partner_id#23263,2
partner_tour_config#22698,res_partner_id#22698,res_partner_id#22698,2
partner_tour_config#21338,res_partner_id#21338,res_partner_id#21338,2
partner_tour_config#22784,res_partner_id#22784,res_partner_id#22784,2
partner_tour_config#23931,res_partner_id#23931,res_partner_id#23931,2
partner_tour_config#22885,res_partner_id#22885,res_partner_id#22885,2
partner_tour_config#23055,res_partner_id#23055,res_partner_id#23055,2
partner_tour_config#23262,res_partner_id#23262,res_partner_id#23262,2
partner_tour_config#23264,res_partner_id#23264,res_partner_id#23264,2
partner_tour_config#23218,res_partner_id#23218,res_partner_id#23218,2
partner_tour_config#23053,res_partner_id#23053,res_partner_id#23053,2
partner_tour_config#24244,res_partner_id#24244,res_partner_id#24244,2
partner_tour_config#24031,res_partner_id#24031,res_partner_id#24031,2
partner_tour_config#24281,res_partner_id#24281,res_partner_id#24281,2
partner_tour_config#24782,res_partner_id#24782,res_partner_id#24782,2
partner_tour_config#24797,res_partner_id#24797,res_partner_id#24797,2
partner_tour_config#22886,res_partner_id#22886,res_partner_id#22886,2
partner_tour_config#23054,res_partner_id#23054,res_partner_id#23054,2
partner_tour_config#23056,res_partner_id#23056,res_partner_id#23056,2
partner_tour_config#22802,res_partner_id#22802,res_partner_id#22802,2
partner_tour_config#24864,res_partner_id#24864,res_partner_id#24864,2
partner_tour_config#23880,res_partner_id#23880,res_partner_id#23880,2
partner_tour_config#24866,res_partner_id#24866,res_partner_id#24866,2
partner_tour_config#22627,res_partner_id#22627,res_partner_id#22627,2
partner_tour_config#23622,res_partner_id#23622,res_partner_id#23622,2
partner_tour_config#21257,res_partner_id#21257,res_partner_id#21257,2
partner_tour_config#24759,res_partner_id#24759,res_partner_id#24759,2
partner_tour_config#186,res_partner_id#186,res_partner_id#186,4
partner_tour_config#23065,res_partner_id#23065,res_partner_id#23065,2
partner_tour_config#23907,res_partner_id#23907,res_partner_id#23907,2
partner_tour_config#24253,res_partner_id#24253,res_partner_id#24253,2
partner_tour_config#18942,res_partner_id#18942,res_partner_id#18942,2
partner_tour_config#24282,res_partner_id#24282,res_partner_id#24282,2
partner_tour_config#23265,res_partner_id#23265,res_partner_id#23265,2
partner_tour_config#23062,res_partner_id#23062,res_partner_id#23062,2
partner_tour_config#23266,res_partner_id#23266,res_partner_id#23266,2
partner_tour_config#23275,res_partner_id#23275,res_partner_id#23275,2
partner_tour_config#23064,res_partner_id#23064,res_partner_id#23064,2
partner_tour_config#23879,res_partner_id#23879,res_partner_id#23879,2
partner_tour_config#24245,res_partner_id#24245,res_partner_id#24245,2
partner_tour_config#24306,res_partner_id#24306,res_partner_id#24306,2
partner_tour_config#840,res_partner_id#840,res_partner_id#840,3
partner_tour_config#23225,res_partner_id#23225,res_partner_id#23225,2
partner_tour_config#24760,res_partner_id#24760,res_partner_id#24760,2
partner_tour_config#23221,res_partner_id#23221,res_partner_id#23221,2
partner_tour_config#5727,res_partner_id#5727,res_partner_id#5727,2
partner_tour_config#24875,res_partner_id#24875,res_partner_id#24875,2
partner_tour_config#23981,res_partner_id#23981,res_partner_id#23981,2
partner_tour_config#21859,res_partner_id#21859,res_partner_id#21859,2
partner_tour_config#23421,res_partner_id#23421,res_partner_id#23421,2
partner_tour_config#23718,res_partner_id#23718,res_partner_id#23718,2
partner_tour_config#23423,res_partner_id#23423,res_partner_id#23423,2
partner_tour_config#23791,res_partner_id#23791,res_partner_id#23791,2
partner_tour_config#23717,res_partner_id#23717,res_partner_id#23717,2
partner_tour_config#22456,res_partner_id#22456,res_partner_id#22456,2
partner_tour_config#24246,res_partner_id#24246,res_partner_id#24246,2
partner_tour_config#23425,res_partner_id#23425,res_partner_id#23425,2
partner_tour_config#23424,res_partner_id#23424,res_partner_id#23424,2
partner_tour_config#23041,res_partner_id#23041,res_partner_id#23041,2
partner_tour_config#9525,res_partner_id#9525,res_partner_id#9525,2
partner_tour_config#23922,res_partner_id#23922,res_partner_id#23922,2
partner_tour_config#22096,res_partner_id#22096,res_partner_id#22096,2
partner_tour_config#24676,res_partner_id#24676,res_partner_id#24676,2
partner_tour_config#22790,res_partner_id#22790,res_partner_id#22790,2
partner_tour_config#23279,res_partner_id#23279,res_partner_id#23279,2
partner_tour_config#23280,res_partner_id#23280,res_partner_id#23280,2
partner_tour_config#24327,res_partner_id#24327,res_partner_id#24327,2
partner_tour_config#23278,res_partner_id#23278,res_partner_id#23278,2
partner_tour_config#23336,res_partner_id#23336,res_partner_id#23336,2
partner_tour_config#22848,res_partner_id#22848,res_partner_id#22848,2
partner_tour_config#23772,res_partner_id#23772,res_partner_id#23772,2
partner_tour_config#23773,res_partner_id#23773,res_partner_id#23773,2
partner_tour_config#24255,res_partner_id#24255,res_partner_id#24255,2
partner_tour_config#24418,res_partner_id#24418,res_partner_id#24418,2
partner_tour_config#23719,res_partner_id#23719,res_partner_id#23719,2
partner_tour_config#24234,res_partner_id#24234,res_partner_id#24234,2
partner_tour_config#24332,res_partner_id#24332,res_partner_id#24332,2
partner_tour_config#24296,res_partner_id#24296,res_partner_id#24296,2
partner_tour_config#24674,res_partner_id#24674,res_partner_id#24674,2
partner_tour_config#8838,res_partner_id#8838,res_partner_id#8838,3
partner_tour_config#24680,res_partner_id#24680,res_partner_id#24680,2
partner_tour_config#20653,res_partner_id#20653,res_partner_id#20653,2
partner_tour_config#23720,res_partner_id#23720,res_partner_id#23720,2
partner_tour_config#23546,res_partner_id#23546,res_partner_id#23546,2
partner_tour_config#24799,res_partner_id#24799,res_partner_id#24799,2
partner_tour_config#24470,res_partner_id#24470,res_partner_id#24470,2
partner_tour_config#20747,res_partner_id#20747,res_partner_id#20747,3
partner_tour_config#23721,res_partner_id#23721,res_partner_id#23721,2
partner_tour_config#22934,res_partner_id#22934,res_partner_id#22934,2
partner_tour_config#23878,res_partner_id#23878,res_partner_id#23878,2
partner_tour_config#24256,res_partner_id#24256,res_partner_id#24256,2
partner_tour_config#22935,res_partner_id#22935,res_partner_id#22935,2
partner_tour_config#23934,res_partner_id#23934,res_partner_id#23934,2
partner_tour_config#22936,res_partner_id#22936,res_partner_id#22936,2
partner_tour_config#24454,res_partner_id#24454,res_partner_id#24454,2
partner_tour_config#24308,res_partner_id#24308,res_partner_id#24308,2
partner_tour_config#22938,res_partner_id#22938,res_partner_id#22938,2
partner_tour_config#23545,res_partner_id#23545,res_partner_id#23545,2
partner_tour_config#22004,res_partner_id#22004,res_partner_id#22004,2
partner_tour_config#22283,res_partner_id#22283,res_partner_id#22283,2
partner_tour_config#695,res_partner_id#695,res_partner_id#695,2
partner_tour_config#23792,res_partner_id#23792,res_partner_id#23792,2
partner_tour_config#23984,res_partner_id#23984,res_partner_id#23984,2
partner_tour_config#24435,res_partner_id#24435,res_partner_id#24435,2
partner_tour_config#23757,res_partner_id#23757,res_partner_id#23757,2
partner_tour_config#24237,res_partner_id#24237,res_partner_id#24237,2
partner_tour_config#23548,res_partner_id#23548,res_partner_id#23548,2
partner_tour_config#24971,res_partner_id#24971,res_partner_id#24971,2
partner_tour_config#23977,res_partner_id#23977,res_partner_id#23977,2
partner_tour_config#23334,res_partner_id#23334,res_partner_id#23334,2
partner_tour_config#23793,res_partner_id#23793,res_partner_id#23793,2
partner_tour_config#23642,res_partner_id#23642,res_partner_id#23642,2
partner_tour_config#23764,res_partner_id#23764,res_partner_id#23764,2
partner_tour_config#24238,res_partner_id#24238,res_partner_id#24238,2
partner_tour_config#23952,res_partner_id#23952,res_partner_id#23952,2
partner_tour_config#24861,res_partner_id#24861,res_partner_id#24861,2
partner_tour_config#22221,res_partner_id#22221,res_partner_id#22221,2
partner_tour_config#22675,res_partner_id#22675,res_partner_id#22675,2
partner_tour_config#22417,res_partner_id#22417,res_partner_id#22417,2
partner_tour_config#23978,res_partner_id#23978,res_partner_id#23978,2
partner_tour_config#22462,res_partner_id#22462,res_partner_id#22462,2
partner_tour_config#24737,res_partner_id#24737,res_partner_id#24737,2
partner_tour_config#23979,res_partner_id#23979,res_partner_id#23979,2
partner_tour_config#23697,res_partner_id#23697,res_partner_id#23697,2
partner_tour_config#21003,res_partner_id#21003,res_partner_id#21003,2
partner_tour_config#24462,res_partner_id#24462,res_partner_id#24462,2
partner_tour_config#23584,res_partner_id#23584,res_partner_id#23584,2
partner_tour_config#14405,res_partner_id#14405,res_partner_id#14405,5
partner_tour_config#23476,res_partner_id#23476,res_partner_id#23476,2
partner_tour_config#20033,res_partner_id#20033,res_partner_id#20033,2
partner_tour_config#23726,res_partner_id#23726,res_partner_id#23726,2
partner_tour_config#23385,res_partner_id#23385,res_partner_id#23385,2
partner_tour_config#24033,res_partner_id#24033,res_partner_id#24033,2
partner_tour_config#23723,res_partner_id#23723,res_partner_id#23723,2
partner_tour_config#22988,res_partner_id#22988,res_partner_id#22988,2
partner_tour_config#24471,res_partner_id#24471,res_partner_id#24471,2
partner_tour_config#24455,res_partner_id#24455,res_partner_id#24455,2
partner_tour_config#24239,res_partner_id#24239,res_partner_id#24239,2
partner_tour_config#24456,res_partner_id#24456,res_partner_id#24456,2
partner_tour_config#23724,res_partner_id#23724,res_partner_id#23724,2
partner_tour_config#24520,res_partner_id#24520,res_partner_id#24520,2
partner_tour_config#23725,res_partner_id#23725,res_partner_id#23725,2
partner_tour_config#23586,res_partner_id#23586,res_partner_id#23586,2
partner_tour_config#24034,res_partner_id#24034,res_partner_id#24034,2
partner_tour_config#24092,res_partner_id#24092,res_partner_id#24092,2
partner_tour_config#24091,res_partner_id#24091,res_partner_id#24091,2
partner_tour_config#288,res_partner_id#288,res_partner_id#288,3
partner_tour_config#24547,res_partner_id#24547,res_partner_id#24547,2
partner_tour_config#23108,res_partner_id#23108,res_partner_id#23108,2
partner_tour_config#23733,res_partner_id#23733,res_partner_id#23733,2
partner_tour_config#23098,res_partner_id#23098,res_partner_id#23098,2
partner_tour_config#22463,res_partner_id#22463,res_partner_id#22463,2
partner_tour_config#24685,res_partner_id#24685,res_partner_id#24685,2
partner_tour_config#23701,res_partner_id#23701,res_partner_id#23701,2
partner_tour_config#24762,res_partner_id#24762,res_partner_id#24762,2
partner_tour_config#23104,res_partner_id#23104,res_partner_id#23104,2
partner_tour_config#23702,res_partner_id#23702,res_partner_id#23702,2
partner_tour_config#23344,res_partner_id#23344,res_partner_id#23344,2
partner_tour_config#24849,res_partner_id#24849,res_partner_id#24849,2
partner_tour_config#22983,res_partner_id#22983,res_partner_id#22983,2
partner_tour_config#24240,res_partner_id#24240,res_partner_id#24240,2
partner_tour_config#23093,res_partner_id#23093,res_partner_id#23093,2
partner_tour_config#23550,res_partner_id#23550,res_partner_id#23550,2
partner_tour_config#23100,res_partner_id#23100,res_partner_id#23100,2
partner_tour_config#23552,res_partner_id#23552,res_partner_id#23552,2
partner_tour_config#23664,res_partner_id#23664,res_partner_id#23664,2
partner_tour_config#24461,res_partner_id#24461,res_partner_id#24461,2
partner_tour_config#23107,res_partner_id#23107,res_partner_id#23107,2
partner_tour_config#23982,res_partner_id#23982,res_partner_id#23982,2
partner_tour_config#24285,res_partner_id#24285,res_partner_id#24285,2
partner_tour_config#23551,res_partner_id#23551,res_partner_id#23551,2
partner_tour_config#22669,res_partner_id#22669,res_partner_id#22669,2
partner_tour_config#24421,res_partner_id#24421,res_partner_id#24421,2
partner_tour_config#24764,res_partner_id#24764,res_partner_id#24764,2
partner_tour_config#22162,res_partner_id#22162,res_partner_id#22162,2
partner_tour_config#23727,res_partner_id#23727,res_partner_id#23727,2
partner_tour_config#188,res_partner_id#188,res_partner_id#188,3
partner_tour_config#24095,res_partner_id#24095,res_partner_id#24095,2
partner_tour_config#22175,res_partner_id#22175,res_partner_id#22175,2
partner_tour_config#23348,res_partner_id#23348,res_partner_id#23348,2
partner_tour_config#22005,res_partner_id#22005,res_partner_id#22005,2
partner_tour_config#316,res_partner_id#316,res_partner_id#316,3
partner_tour_config#23795,res_partner_id#23795,res_partner_id#23795,2
partner_tour_config#23343,res_partner_id#23343,res_partner_id#23343,2
partner_tour_config#24422,res_partner_id#24422,res_partner_id#24422,2
partner_tour_config#24512,res_partner_id#24512,res_partner_id#24512,2
partner_tour_config#23337,res_partner_id#23337,res_partner_id#23337,2
partner_tour_config#23338,res_partner_id#23338,res_partner_id#23338,2
partner_tour_config#23339,res_partner_id#23339,res_partner_id#23339,2
partner_tour_config#23794,res_partner_id#23794,res_partner_id#23794,2
partner_tour_config#23341,res_partner_id#23341,res_partner_id#23341,2
partner_tour_config#23349,res_partner_id#23349,res_partner_id#23349,2
partner_tour_config#23345,res_partner_id#23345,res_partner_id#23345,2
partner_tour_config#12100,res_partner_id#12100,res_partner_id#12100,3
partner_tour_config#23705,res_partner_id#23705,res_partner_id#23705,2
partner_tour_config#23115,res_partner_id#23115,res_partner_id#23115,2
partner_tour_config#23775,res_partner_id#23775,res_partner_id#23775,2
partner_tour_config#24446,res_partner_id#24446,res_partner_id#24446,2
partner_tour_config#23877,res_partner_id#23877,res_partner_id#23877,3
partner_tour_config#22877,res_partner_id#22877,res_partner_id#22877,3
partner_tour_config#23277,res_partner_id#23277,res_partner_id#23277,2
partner_tour_config#24627,res_partner_id#24627,res_partner_id#24627,2
partner_tour_config#23117,res_partner_id#23117,res_partner_id#23117,2
partner_tour_config#23118,res_partner_id#23118,res_partner_id#23118,2
partner_tour_config#23595,res_partner_id#23595,res_partner_id#23595,2
partner_tour_config#23114,res_partner_id#23114,res_partner_id#23114,2
partner_tour_config#22550,res_partner_id#22550,res_partner_id#22550,2
partner_tour_config#23704,res_partner_id#23704,res_partner_id#23704,2
partner_tour_config#22318,res_partner_id#22318,res_partner_id#22318,2
partner_tour_config#23796,res_partner_id#23796,res_partner_id#23796,2
partner_tour_config#22604,res_partner_id#22604,res_partner_id#22604,2
partner_tour_config#24287,res_partner_id#24287,res_partner_id#24287,2
partner_tour_config#24297,res_partner_id#24297,res_partner_id#24297,2
partner_tour_config#20979,res_partner_id#20979,res_partner_id#20979,2
partner_tour_config#24728,res_partner_id#24728,res_partner_id#24728,2
partner_tour_config#23797,res_partner_id#23797,res_partner_id#23797,2
partner_tour_config#23352,res_partner_id#23352,res_partner_id#23352,2
partner_tour_config#23360,res_partner_id#23360,res_partner_id#23360,2
partner_tour_config#23442,res_partner_id#23442,res_partner_id#23442,2
partner_tour_config#23069,res_partner_id#23069,res_partner_id#23069,2
partner_tour_config#17342,res_partner_id#17342,res_partner_id#17342,3
partner_tour_config#3923,res_partner_id#3923,res_partner_id#3923,3
partner_tour_config#24508,res_partner_id#24508,res_partner_id#24508,2
partner_tour_config#23441,res_partner_id#23441,res_partner_id#23441,2
partner_tour_config#1453,res_partner_id#1453,res_partner_id#1453,2
partner_tour_config#22165,res_partner_id#22165,res_partner_id#22165,2
partner_tour_config#22929,res_partner_id#22929,res_partner_id#22929,2
partner_tour_config#23355,res_partner_id#23355,res_partner_id#23355,2
partner_tour_config#23440,res_partner_id#23440,res_partner_id#23440,2
partner_tour_config#23359,res_partner_id#23359,res_partner_id#23359,2
partner_tour_config#22241,res_partner_id#22241,res_partner_id#22241,2
partner_tour_config#23438,res_partner_id#23438,res_partner_id#23438,2
partner_tour_config#23358,res_partner_id#23358,res_partner_id#23358,2
partner_tour_config#23361,res_partner_id#23361,res_partner_id#23361,2
partner_tour_config#24771,res_partner_id#24771,res_partner_id#24771,2
partner_tour_config#24628,res_partner_id#24628,res_partner_id#24628,2
partner_tour_config#528,res_partner_id#528,res_partner_id#528,3
partner_tour_config#23776,res_partner_id#23776,res_partner_id#23776,2
partner_tour_config#23447,res_partner_id#23447,res_partner_id#23447,2
partner_tour_config#23446,res_partner_id#23446,res_partner_id#23446,2
partner_tour_config#24648,res_partner_id#24648,res_partner_id#24648,2
partner_tour_config#23444,res_partner_id#23444,res_partner_id#23444,2
partner_tour_config#22220,res_partner_id#22220,res_partner_id#22220,2
partner_tour_config#23443,res_partner_id#23443,res_partner_id#23443,2
partner_tour_config#24423,res_partner_id#24423,res_partner_id#24423,2
partner_tour_config#24522,res_partner_id#24522,res_partner_id#24522,2
partner_tour_config#23826,res_partner_id#23826,res_partner_id#23826,2
partner_tour_config#24288,res_partner_id#24288,res_partner_id#24288,2
partner_tour_config#24359,res_partner_id#24359,res_partner_id#24359,2
partner_tour_config#24729,res_partner_id#24729,res_partner_id#24729,2
partner_tour_config#23778,res_partner_id#23778,res_partner_id#23778,2
partner_tour_config#24424,res_partner_id#24424,res_partner_id#24424,2
partner_tour_config#23799,res_partner_id#23799,res_partner_id#23799,2
partner_tour_config#23445,res_partner_id#23445,res_partner_id#23445,2
partner_tour_config#23448,res_partner_id#23448,res_partner_id#23448,2
partner_tour_config#23728,res_partner_id#23728,res_partner_id#23728,2
partner_tour_config#23798,res_partner_id#23798,res_partner_id#23798,2
partner_tour_config#22410,res_partner_id#22410,res_partner_id#22410,2
partner_tour_config#22940,res_partner_id#22940,res_partner_id#22940,2
partner_tour_config#24773,res_partner_id#24773,res_partner_id#24773,2
partner_tour_config#23688,res_partner_id#23688,res_partner_id#23688,2
partner_tour_config#24629,res_partner_id#24629,res_partner_id#24629,2
partner_tour_config#22805,res_partner_id#22805,res_partner_id#22805,2
partner_tour_config#3882,res_partner_id#3882,res_partner_id#3882,2
partner_tour_config#23789,res_partner_id#23789,res_partner_id#23789,2
partner_tour_config#23993,res_partner_id#23993,res_partner_id#23993,2
partner_tour_config#23382,res_partner_id#23382,res_partner_id#23382,2
partner_tour_config#24431,res_partner_id#24431,res_partner_id#24431,2
partner_tour_config#21857,res_partner_id#21857,res_partner_id#21857,2
partner_tour_config#23687,res_partner_id#23687,res_partner_id#23687,2
partner_tour_config#14297,res_partner_id#14297,res_partner_id#14297,5
partner_tour_config#20907,res_partner_id#20907,res_partner_id#20907,3
partner_tour_config#24592,res_partner_id#24592,res_partner_id#24592,2
partner_tour_config#1155,res_partner_id#1155,res_partner_id#1155,2
partner_tour_config#24715,res_partner_id#24715,res_partner_id#24715,2
partner_tour_config#24730,res_partner_id#24730,res_partner_id#24730,2
partner_tour_config#24098,res_partner_id#24098,res_partner_id#24098,2
partner_tour_config#22354,res_partner_id#22354,res_partner_id#22354,2
partner_tour_config#24425,res_partner_id#24425,res_partner_id#24425,2
partner_tour_config#24772,res_partner_id#24772,res_partner_id#24772,2
partner_tour_config#23781,res_partner_id#23781,res_partner_id#23781,2
partner_tour_config#24846,res_partner_id#24846,res_partner_id#24846,2
partner_tour_config#23177,res_partner_id#23177,res_partner_id#23177,2
partner_tour_config#23544,res_partner_id#23544,res_partner_id#23544,2
partner_tour_config#23482,res_partner_id#23482,res_partner_id#23482,2
partner_tour_config#13949,res_partner_id#13949,res_partner_id#13949,2
partner_tour_config#24774,res_partner_id#24774,res_partner_id#24774,2
partner_tour_config#24361,res_partner_id#24361,res_partner_id#24361,2
partner_tour_config#197,res_partner_id#197,res_partner_id#197,2
partner_tour_config#23196,res_partner_id#23196,res_partner_id#23196,2
partner_tour_config#8995,res_partner_id#8995,res_partner_id#8995,5
partner_tour_config#24121,res_partner_id#24121,res_partner_id#24121,2
partner_tour_config#23477,res_partner_id#23477,res_partner_id#23477,2
partner_tour_config#23479,res_partner_id#23479,res_partner_id#23479,2
partner_tour_config#23603,res_partner_id#23603,res_partner_id#23603,2
partner_tour_config#23197,res_partner_id#23197,res_partner_id#23197,2
partner_tour_config#22265,res_partner_id#22265,res_partner_id#22265,2
partner_tour_config#23481,res_partner_id#23481,res_partner_id#23481,2
partner_tour_config#23602,res_partner_id#23602,res_partner_id#23602,2
partner_tour_config#23478,res_partner_id#23478,res_partner_id#23478,2
partner_tour_config#23780,res_partner_id#23780,res_partner_id#23780,2
partner_tour_config#24775,res_partner_id#24775,res_partner_id#24775,2
partner_tour_config#23601,res_partner_id#23601,res_partner_id#23601,2
partner_tour_config#4786,res_partner_id#4786,res_partner_id#4786,5
partner_tour_config#24149,res_partner_id#24149,res_partner_id#24149,2
partner_tour_config#23231,res_partner_id#23231,res_partner_id#23231,3
partner_tour_config#24030,res_partner_id#24030,res_partner_id#24030,2
partner_tour_config#23996,res_partner_id#23996,res_partner_id#23996,2
partner_tour_config#23016,res_partner_id#23016,res_partner_id#23016,2
partner_tour_config#23176,res_partner_id#23176,res_partner_id#23176,2
partner_tour_config#24427,res_partner_id#24427,res_partner_id#24427,2
partner_tour_config#24118,res_partner_id#24118,res_partner_id#24118,2
partner_tour_config#24720,res_partner_id#24720,res_partner_id#24720,2
partner_tour_config#22579,res_partner_id#22579,res_partner_id#22579,2
partner_tour_config#23784,res_partner_id#23784,res_partner_id#23784,2
partner_tour_config#23706,res_partner_id#23706,res_partner_id#23706,2
partner_tour_config#23997,res_partner_id#23997,res_partner_id#23997,2
partner_tour_config#23783,res_partner_id#23783,res_partner_id#23783,2
partner_tour_config#24362,res_partner_id#24362,res_partner_id#24362,2
partner_tour_config#24595,res_partner_id#24595,res_partner_id#24595,2
partner_tour_config#24426,res_partner_id#24426,res_partner_id#24426,2
partner_tour_config#24721,res_partner_id#24721,res_partner_id#24721,2
partner_tour_config#17599,res_partner_id#17599,res_partner_id#17599,2
partner_tour_config#23299,res_partner_id#23299,res_partner_id#23299,2
partner_tour_config#24601,res_partner_id#24601,res_partner_id#24601,2
partner_tour_config#23483,res_partner_id#23483,res_partner_id#23483,2
partner_tour_config#24133,res_partner_id#24133,res_partner_id#24133,2
partner_tour_config#24565,res_partner_id#24565,res_partner_id#24565,2
partner_tour_config#23606,res_partner_id#23606,res_partner_id#23606,2
partner_tour_config#23838,res_partner_id#23838,res_partner_id#23838,2
partner_tour_config#24353,res_partner_id#24353,res_partner_id#24353,2
partner_tour_config#199,res_partner_id#199,res_partner_id#199,3
partner_tour_config#24597,res_partner_id#24597,res_partner_id#24597,2
partner_tour_config#23824,res_partner_id#23824,res_partner_id#23824,2
partner_tour_config#23037,res_partner_id#23037,res_partner_id#23037,2
partner_tour_config#458,res_partner_id#458,res_partner_id#458,3
partner_tour_config#22171,res_partner_id#22171,res_partner_id#22171,2
partner_tour_config#22001,res_partner_id#22001,res_partner_id#22001,2
partner_tour_config#23836,res_partner_id#23836,res_partner_id#23836,2
partner_tour_config#23485,res_partner_id#23485,res_partner_id#23485,2
partner_tour_config#22574,res_partner_id#22574,res_partner_id#22574,2
partner_tour_config#23837,res_partner_id#23837,res_partner_id#23837,2
partner_tour_config#21076,res_partner_id#21076,res_partner_id#21076,2
partner_tour_config#22215,res_partner_id#22215,res_partner_id#22215,2
partner_tour_config#23608,res_partner_id#23608,res_partner_id#23608,2
partner_tour_config#23609,res_partner_id#23609,res_partner_id#23609,2
partner_tour_config#23607,res_partner_id#23607,res_partner_id#23607,2
partner_tour_config#22170,res_partner_id#22170,res_partner_id#22170,2
partner_tour_config#23393,res_partner_id#23393,res_partner_id#23393,2
partner_tour_config#23610,res_partner_id#23610,res_partner_id#23610,2
partner_tour_config#376,res_partner_id#376,res_partner_id#376,5
partner_tour_config#24639,res_partner_id#24639,res_partner_id#24639,2
partner_tour_config#23301,res_partner_id#23301,res_partner_id#23301,2
partner_tour_config#24649,res_partner_id#24649,res_partner_id#24649,2
partner_tour_config#22458,res_partner_id#22458,res_partner_id#22458,2
partner_tour_config#23305,res_partner_id#23305,res_partner_id#23305,2
partner_tour_config#22890,res_partner_id#22890,res_partner_id#22890,2
partner_tour_config#23611,res_partner_id#23611,res_partner_id#23611,2
partner_tour_config#398,res_partner_id#398,res_partner_id#398,2
partner_tour_config#24785,res_partner_id#24785,res_partner_id#24785,2
partner_tour_config#14794,res_partner_id#14794,res_partner_id#14794,3
partner_tour_config#23574,res_partner_id#23574,res_partner_id#23574,2
partner_tour_config#1294,res_partner_id#1294,res_partner_id#1294,3
partner_tour_config#23571,res_partner_id#23571,res_partner_id#23571,2
partner_tour_config#24342,res_partner_id#24342,res_partner_id#24342,2
partner_tour_config#24710,res_partner_id#24710,res_partner_id#24710,2
partner_tour_config#24847,res_partner_id#24847,res_partner_id#24847,2
partner_tour_config#21610,res_partner_id#21610,res_partner_id#21610,2
partner_tour_config#22289,res_partner_id#22289,res_partner_id#22289,2
partner_tour_config#24848,res_partner_id#24848,res_partner_id#24848,2
partner_tour_config#24142,res_partner_id#24142,res_partner_id#24142,2
partner_tour_config#1575,res_partner_id#1575,res_partner_id#1575,2
partner_tour_config#23752,res_partner_id#23752,res_partner_id#23752,2
partner_tour_config#23572,res_partner_id#23572,res_partner_id#23572,2
partner_tour_config#24321,res_partner_id#24321,res_partner_id#24321,2
partner_tour_config#23469,res_partner_id#23469,res_partner_id#23469,2
partner_tour_config#23839,res_partner_id#23839,res_partner_id#23839,2
partner_tour_config#24341,res_partner_id#24341,res_partner_id#24341,2
partner_tour_config#23570,res_partner_id#23570,res_partner_id#23570,2
partner_tour_config#4420,res_partner_id#4420,res_partner_id#4420,2
partner_tour_config#23307,res_partner_id#23307,res_partner_id#23307,2
partner_tour_config#23365,res_partner_id#23365,res_partner_id#23365,2
partner_tour_config#332,res_partner_id#332,res_partner_id#332,3
partner_tour_config#23310,res_partner_id#23310,res_partner_id#23310,2
partner_tour_config#22667,res_partner_id#22667,res_partner_id#22667,2
partner_tour_config#22513,res_partner_id#22513,res_partner_id#22513,2
partner_tour_config#24077,res_partner_id#24077,res_partner_id#24077,2
partner_tour_config#23668,res_partner_id#23668,res_partner_id#23668,2
partner_tour_config#23313,res_partner_id#23313,res_partner_id#23313,2
partner_tour_config#22632,res_partner_id#22632,res_partner_id#22632,2
partner_tour_config#23308,res_partner_id#23308,res_partner_id#23308,2
partner_tour_config#23613,res_partner_id#23613,res_partner_id#23613,2
partner_tour_config#22970,res_partner_id#22970,res_partner_id#22970,2
partner_tour_config#23317,res_partner_id#23317,res_partner_id#23317,2
partner_tour_config#23841,res_partner_id#23841,res_partner_id#23841,2
partner_tour_config#24850,res_partner_id#24850,res_partner_id#24850,2
partner_tour_config#22575,res_partner_id#22575,res_partner_id#22575,2
partner_tour_config#24100,res_partner_id#24100,res_partner_id#24100,2
partner_tour_config#23311,res_partner_id#23311,res_partner_id#23311,2
partner_tour_config#23309,res_partner_id#23309,res_partner_id#23309,2
partner_tour_config#23990,res_partner_id#23990,res_partner_id#23990,2
partner_tour_config#23840,res_partner_id#23840,res_partner_id#23840,2
partner_tour_config#387,res_partner_id#387,res_partner_id#387,3
partner_tour_config#23323,res_partner_id#23323,res_partner_id#23323,2
partner_tour_config#24793,res_partner_id#24793,res_partner_id#24793,2
partner_tour_config#24723,res_partner_id#24723,res_partner_id#24723,2
partner_tour_config#24790,res_partner_id#24790,res_partner_id#24790,2
partner_tour_config#23318,res_partner_id#23318,res_partner_id#23318,2
